"User","arroba","hora de publicación","comentario","comentario_editado","Xóchitl","Claudia","Maynez","Ninguno"
"Cruzando el Rubicón","@CruzandoR","12:59","Ya estamos haciendo la lucha en las  EleccionesMéxico2024 Un voto hoy es un voto por un México nacionalista y anti-globalista en 2030! @EVerastegui","ya estamos haciendo la lucha en las elecciones en méxico 2024 un voto hoy es un voto por un méxico nacionalista y anti globalista en 2030!everastegui","0","0","0","1"
"Yeong Min","@Eun_Yeong_Min","12:59"," EleccionesMéxico2024 @claudia sheinbaum 💕","elecciones en méxico 2024 claudia sheinbaum","0","1","0","0"
"Dan Cantu","@danc749","12:59","Se logró a pesar de la falta de organización del  INEMéxico en las casillas de Querétaro  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico","se logró a pesar de la falta de organización del INE México en las casilla electoral de Querétaro elecciones en méxico 2024 Claudia será presidenta de México","0","1","0","0"
"Adrian Sanchez 🇲🇽","@proadrianagora","12:58","6 de 6 como debe ser  AmorConAmorSePaga  EsClaudiaPresidentaDeMéxico  EsUnHonorEstarConObrador  ClaudiaPresidentaDeMéxico2024  EleccionesMéxico2024","6 de 6 como debe hacer amor con amor se paga Claudia será presidenta de México es un honor estar con Obrador claudia será la siguiente presidenta de méxico en 2024 elecciones en méxico 2024","0","1","0","0"
"tequila myers","@RavenYoom","12:55","Hoy son las elecciones en México y me enorgullece decir que no voté por la ultraderecha conservadora homofóbica, solo espero que Claudia no sea parte de la lista de decepciones de este país y que pueda distinguirse como nuestro presidente actual  EleccionesMéxico2024","hoy son las elecciones en méxico y me enorgullece decir que no voté por la ultraderecha conservadora homofóbica,solo espero que claudia no sea parte de la lista de decepciones de este país y que pueda distinguirse como nuestro presidente actual elecciones en méxico 2024","0","1","0","0"
"Miguel Su Or","@MiguelSuOr","12:55"," XóchitlGálvezPresidenta  EleccionesMéxico2024 @LauraBarreraF","xochitl gálvez será la presidenta elecciones en méxico 2024 laurabarreraf","1","0","0","0"
"Fer Hernández","@FreskoRefresco","12:55"," EleccionesMexico2024  XóchitlGálvezPresidenta","elecciones en méxico 2024 xochitl gálvez será la presidenta","1","0","0","0"
"User","arroba","hora de publicación","publicación","publicación","0","0","0","1"
"nana","@sugarincandyz","13:53","Voto por un México que sea lo suficientemente estable para que nct siga viniendo y bts venga en 2025 🩵🩷  EleccionesMéxico2024  XochitlGálvezPresidenta2024  YoVotéPorXochitl","voto por un méxico que sea lo suficientemente estable para que nct siga viniendo y bts venga en 2025 elecciones en méxico 2024 xochitl galvez presidenta 2024 yo voté por xochitl","1","0","0","0"
"Kid Charlemagne","@kidcarlomagno_","13:53","En respuesta a @AlvarezMaynez - Escucha Maynez, no voy a mentirte: es posible que ganes la presidencia, pero... debes visualizar cómo vas a ganar. “Maynez gana la presidencia de México porque los simpatizantes de Xóchitl y Claudia perdieron su INE”.  EleccionesMéxico2024","en respuesta a Alvarez Maynez escucha maynez,no oye a mentirte:es posible que ganes la presidencia,pero...debes visualizar cómo vas a ganar.maynez gana la presidencia de méxico porque los simpatizantes de xochitl y claudia perdieron su INE.elecciones en méxico 2024","0","0","1","0"
"Heidi Parra 🍉","@HeidiPJmz","13:48","Que siga la transformación de este hermoso país 🇲🇽  EleccionesMéxico2024  VotoTodoMorena  QueSigaLa4T","que siga la transformación de este hermoso país elecciones en méxico 2024 vota solamente por MORENA que siga la 4ta Transformación","0","1","0","0"
"Danni Madrid","@DENNISE2201","13:47"," EleccionesMéxico2024  niunvotoamorena  YoVotéPorXóchitl","elecciones en méxico 2024 ni un voto para MORENA ya voté por xochitl","1","-1","0","0"
"Henrry Mtz","@isaenrimtz","13:46","Seguimos haciendo historia, en el 2018 con @Lopez Obrador_ en el 2024 con la Dra @claudia sheinbaum, 5 de 5, todo MORENA  EleccionesMéxico2024","seguimos haciendo historia,en el 2018 con Lopez Obrador_ en el 2024 con la doctora claudia sheinbaum,5 de 5,todo morena elecciones en méxico 2024","0","1","0","0"
"oscar almeyda","@almeidam10","13:45","Como Dirían en @lacasadelosf “Mi voto es por estrategia” 🤣🤣🤣  EleccionesMéxico2024  XochitlGálvezPresidenta  MorenaDestruyendoMexico","como dirían en lacasadelosf mi voto es por estrategia elecciones en méxico 2024 xochitl gálvez será la presidenta MORENA destruye a México","1","-1","0","0"
"Ery","@MendozaYezavel","13:44"," YoYaVotéPorXochitl  SantiagoTaboadaJefedeGobierno  EleccionesMéxico2024 Porque quiero un mejor México y porque confío en ustedes. ¡Vamos México!","yo ya voté por xochitl Santiago Taboada jefe de gobierno elecciones en méxico 2024 porque quiero un mejor méxico y porque confío en ustedes.¡vamos méxico!","1","0","0","0"
"E S A Ú","@EsauBeck","13:42","Está hecho! 🇲🇽👍  EleccionesMéxico2024  SigamosHaciendoHistoria","está hecho!elecciones en méxico 2024 sigamos haciendo historia","0","0","0","1"
"Christian Hernández","@Christian_1954","13:41","—Oye ¿ y  Morena ? —En la gorra de un naco.  EleccionesMéxico2024  2dejunio","oye¿y morena?en la gorra de un naco.elecciones en méxico 2024 2 de junio","0","-1","0","0"
"vivianaolvera977","@vivianaolv67622","13:40","Ya votamos los tres por Xochitl  YoYaVotéXXóchitl  XóchitlGálvezPresidenta  EleccionesMéxico2024","ya votamos los tres por xochitl yo ya voté por xochitl xochitl gálvez será la presidenta elecciones en méxico 2024","1","0","0","0"
"AraπCé V🎗️ freeAssangeNow 💚🇵🇸🕊️🙏","@acardnasv","13:37"," ClaudiaPresidentaDeMéxico2024  NahleGobernadora  EleccionesMéxico2024  VotaMéxico2024","claudia será la siguiente presidenta de méxico en 2024 Nahle gobernadora elecciones en méxico 2024 vota méxico 2024","0","1","0","0"
"Luis Alberto Córdova","@laec_09","13:36","Llevo años esperando acariciar este momento….De mandar a chingar a su madre a Morena  XochitlGálvezPresidenta  EleccionesMéxico2024","llevo años esperando acariciar este momento.de mandar a chingar a su madre a morena xochitl gálvez será la presidenta elecciones en méxico 2024","1","-1","0","0"
"ohmlixyss","@Lixyss","13:36"," VotoPorMéxico  EleccionesMéxico2024  XochitlGálvezPresidenta  MiVotoPorXochitl 👏👏👏💗💗💗 me emocioné 🥺🇲🇽","voto por méxico elecciones en méxico 2024 xochitl gálvez será la presidenta mi voto por xochitl me emocioné","1","0","0","0"
"𝑪𝒉𝒂𝒓𝒍𝒊𝒆®","@flakoyosoy","13:35","El lado correcto de la historia  EleccionesMéxico2024  ClaudiaArrasará  4taTransformación","el lado correcto de la historia elecciones en méxico 2024 Claudia arrasará en las votaciones 4ta Transformación","0","1","0","0"
"Jérôme","@jergtn","13:35","Por una patria ordenada y generosa y una vida mejor y más digna para todos. ¡Por México! 🇲🇽💙  YoVotéPorXóchitl  ElCambioViene  SíHayDeOtra  EleccionesMéxico2024","por una patria ordenada y generosa y una vida mejor y más digna para todos.¡por méxico!ya voté por xochitl el cambio viene sí hay de otra elecciones en méxico 2024","1","-1","0","0"
"Oviedo","@Oviedo460643623","13:31","¡Los verdaderos mexicanos así votamos! 🇲🇽 @claudia sheinbaum @Lopez Obrador_  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico  VotoMasivoParaMorenaPlanC","¡los verdaderos mexicanos así votamos!claudia sheinbaum Lopez Obrador_ elecciones en méxico 2024 Claudia será presidenta de México voto masivo para MORENA, Plan C","0","1","0","0"
"RickyBrant 🇪🇸🇲🇽","@RickyBrantEs","13:31","Ejerciendo mi voto! 🇲🇽🗳️ Hoy participé para salvaguardar la democracia en México. ¡Cada voto cuenta!  EleccionesMéxico2024  XochitlGálvezPresidenta24","ejerciendo mi voto!hoy participé para salvaguardar la democracia en méxico.¡cada voto cuenta!elecciones en méxico 2024 xochitl galvez presidenta 2024","1","0","0","0"
"EL TÍO JOEL","@JJSAN79","13:31","Arriba el patriarcado prras! 🖕🏻 EleccionesMéxico2024  Mainez","arriba el patriarcado prras!elecciones en méxico 2024 maynez","0","0","1","0"
"R053 8UN8URY","@Rose87329461","13:30","Solo vine a votar y ya me quedé como funcionaria de casilla porque faltó gente. Que bonito, mucha gente votando. Yo vote 5 de 5 por Morena.  EleccionesMéxico2024  ClaudiaArrasará  ClaudiaPresidentaDeMéxico  PlanC","solo vine a votar y ya me quedé como funcionaria de casilla electoral porque faltó gente.que bonito,mucha gente votando.yo vote 5 de 5 por morena.elecciones en méxico 2024 Claudia arrasará en las votaciones Claudia será presidenta de México plan C","0","1","0","0"
"Angel Pláscencia","@angel_plasMart","13:30","Listo, he ejercido mi derecho a voto ❤️  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico2024  PresidenciaDeLaRepública","listo,he ejercido mi derecho a voto elecciones en méxico 2024 claudia será la siguiente presidenta de méxico en 2024 presidencia de la república","0","1","0","0"
"Getsemaní","@getsemutssi","13:29"," EleccionesMexico2024  Maynez 🍊","elecciones en méxico 2024 maynez","0","0","1","0"
"Abzinthe 🛸","@Abzebel","13:28","En respuesta a @ryo_hermoso Que presidente tan más pendejo 🤣  Amlo  Morena  CitlaHM bota, no vota  EleccionesMéxico2024  XochitlGálvezPresidenta24","en respuesta a ryo_hermoso que presidente tan más pendejo amlo morena citlahm vota,no vota elecciones en méxico 2024 xochitl galvez presidenta 2024","1","-1","0","0"
"FERMOR","@FERMOR_23","13:28","Me pasaron esta útil guía de como votar  EleccionesMéxico2024  XochitlGálvezPresidenta24 🔁 Compartan y todos a votar 🗳️","me pasaron esta útil guía de como votar elecciones en méxico 2024 xochitl galvez presidenta 2024 compartan y todos a votar","1","0","0","0"
"Emiliano Morales","@EmiMrlsGzlz","13:28","Orgulloso de votar solo @PAN  LaloGobernador  EleccionesMéxico2024  XochitlGálvezPresidenta","orgulloso de votar solo PAN lalo gobernador elecciones en méxico 2024 xochitl gálvez será la presidenta","1","0","0","0"
"EvaG14 ✘","@EGaona14","13:27","La boleta electoral 👉🏻🗳️ tiene más poder que el Estado autoritario y el C. O. Juntos!!! ☝🏻 El poder es nuestro ciudadanos mexicanos, mostremos nuestra fuerza!! 🤞🏻🇲🇽🩷  MexicoNoSeraComunista  EleccionesMéxico2024  XochitlGálvezPresidenta24","la boleta electoral electoral tiene más poder que el estado autoritario y el c.o.juntos!!!el poder es nuestro ciudadanos mexicanos,mostremos nuestra fuerza!!méxico no será comunista elecciones en méxico 2024 xochitl galvez presidenta 2024","1","-1","0","0"
"sweet","@breakupsweet","13:27","AMAMOS LA DICTADURA Y ABRAZAR DELINCUENTES🤩🫵🏼 TODO MORENA  EleccionesMéxico2024","amamos la dictadura y abrazar delincuentes todo morena elecciones en méxico 2024","0","1","0","0"
"Gadiel Castillejos","@GadielLuis07","13:25","Mi granito para un México próspero y que continúe la Transformación pero con cambios. Hoy la victoria  EsClaudiaPresidentaDeMéxico  EleccionesMéxico2024","mi granito para un méxico próspero y que continúe la transformación pero con cambios.hoy la victoria Claudia será presidenta de México elecciones en méxico 2024","0","1","0","0"
"Andrés Gómez Sotomayor García Cuéllar","@andres_gsgc","13:23","Primeras elecciones y se ve positivo el horizonte  XochitlGálvezPresidenta24  EleccionesMéxico2024","primeras elecciones y se ve positivo el horizonte xochitl galvez presidenta 2024 elecciones en méxico 2024","1","0","0","0"
"edgar","@garciaedgar_df","13:23","Listo  EleccionesMéxico2024  YoVotarePorXóchitl","listo elecciones en méxico 2024 yo votaré por xochitl","1","0","0","0"
"Marbellaarath","@Marbellaarath","13:22"," EleccionesMéxico2024  ClaudiaArrasará  ClaudiaPresidentaDeMéxico","elecciones en méxico 2024 Claudia arrasará en las votaciones Claudia será presidenta de México","0","1","0","0"
"Armando Pérez A","@arpean","13:21","Por un México con libertad Por un México de esperanza Por un México próspero Por un México democrático Por un México lleno de amor Patria!, nada te debo Patria!, nada me debes Patria!, estamos en paz  EleccionesMéxico2024 Mi voto por Xóchitl","por un méxico con libertad por un méxico de esperanza por un méxico próspero por un méxico democrático por un méxico lleno de amor patria!,nada te debo patria!,nada me debes patria!,estamos en paz elecciones en méxico 2024 mi voto por xochitl","1","-1","0","0"
"Ernesto","@Ernesto097","13:21","Ni olvido, ni perdón.  EsClaudiaPresidentaDeMéxico  EleccionesMéxico2024","ni olvido,ni perdón.Claudia será presidenta de México elecciones en méxico 2024","0","1","0","0"
"neolesath","@neolesath","13:20","Se da a conocer la totalidad de los votos a favor de Movimiento Ciudadano: Uno para Máynez, dos para Máynez.  EleccionesMéxico2024","se da a conocer la totalidad de los votos a favor de movimiento ciudadano:uno para maynez,dos para maynez.elecciones en méxico 2024","0","0","1","0"
"Carlos Lopez","@carlitoslopez1x","13:17"," AmorConAmorSePaga  ClaudiaArrazará  EleccionesMexico2024  AlMomento  XochitlYaPerdio Panistas Verástegui Laura Zapata Hermosillo Joaquín","amor con amor se paga Claudia arrasará en las votaciones elecciones en méxico 2024 al momento xochitl ya perdió panistas verástegui laura zapata hermosillo joaquín","-1","1","0","0"
"Dιαnα🎀","@DiianaHb","13:17","Voto libre y no secreto 🤭  EleccionesMx2024  EleccionesMéxico2024  YoVotéPorXóchitl  XochitlGalvezPresidenta24 @XochitlGalvez 🩷💙✌🏻","voto libre y no secreto elecciones en méxico 2024 elecciones en méxico 2024 ya voté por xochitl xochitl galvez presidenta 2024 xochitl galvez","1","0","0","0"
"El Luigi","@ragazzoperron","13:15","Ya se hizo lo propio compañeros  xochilovers y amigos del voto de castigo. Cruzo los dedos para que la secta se vaya ya. Parece que el INE lo está haciendo mal con sus retrasos y la ciudadanía está aguantando para poder votar ¡Que fregón!👏👏  EleccionesMéxico2024  INEMéxico","ya se hizo lo propio compañeros quienes aman a xochitl y amigos del voto de castigo.cruzo los dedos para que la secta se vaya ya.parece que el INE lo está haciendo mal con sus retrasos y la ciudadanía está aguantando para poder votar¡que fregón!elecciones en méxico 2024 INE México","-1","0","0","0"
"Marieli Urbano","@MarieliUrbano","13:15","Gracias Andrés Manuel, amor con amor se paga.  PlanCYaEstaEnMarcha  EleccionesMéxico2024  ClaudiaPresidentaDeMéxico  ClaudiaPresidentaDeMéxico2024  ClaudiaYaEresPresidenta","gracias andrés manuel,amor con amor se paga.el Plan C ya está en marcha elecciones en méxico 2024 Claudia será presidenta de México claudia será la siguiente presidenta de méxico en 2024 Claudia, ya eres presidenta","0","1","0","0"
"ɱเรรαεℓ αɾαɠσ́ɳ","@missaelaragonc","13:13","¡Listo! El motivo es México por eso  yovotéporxóchitl, pero por agradecimiento el apoyo a ella también voté por la coalición PAN,PRI,PRD.  EleccionesMéxico2024  XochitlGálvezPresidenta24 @XochitlGalvez","¡listo!el motivo es méxico por eso ya voté por xochitl,pero por agradecimiento el apoyo a ella también voté por la coalición PAN,pri representado por xochitl,PRD.elecciones en méxico 2024 xochitl galvez presidenta 2024 xochitl galvez","1","0","0","0"
"Ricardo","@RicardoRangelV5","13:12"," EleccionesMéxico2024  XochitlGálvezPresidenta24  XoxhitlGálvezPresidente2024","elecciones en méxico 2024 xochitl galvez presidenta 2024 xochitl galvez presidenta 2024","1","0","0","0"
"Nick Cruz","@NicanorCruz","13:11","Voto emitido, agur a esperar el resultado final, estoy seguro que viene un gran cambio.  EleccionesMéxico2024  XochitlGálvezPresidenta24","voto emitido,agur a esperar el resultado final,estoy seguro que viene un gran cambio.elecciones en méxico 2024 xochitl galvez presidenta 2024","1","0","0","0"
"Rb","@Rbb612","13:09","Congreso: PAN Presidencia y gubernatura: PRD. 😉  XochitlGálvezPresidenta24  XóchitlGálvezPresidenta  YoVotéPorXóchitl  EleccionesMéxico2024","congreso:PAN presidencia y gobernatura:PRD.xochitl galvez presidenta 2024 xochitl gálvez será la presidenta ya voté por xochitl elecciones en méxico 2024","1","0","0","0"
"Nacho  TIGRE CAMPE8N 🏆","@Nacho_Velazqz","13:07"," TodoMorena por la niñez, por los trabajadores, por las madres jefas de familia, por los adultos mayores, por los estudiantes! Vamos Juntos con @claudia sheinbaum a construir el Segundo Piso de la Cuarta Transformación!  EleccionesMéxico2024  ClaudiaArrasa","todo MORENA por la niñez,por los trabajadores,por las madres jefas de familia,por los adultos mayores,por los estudiantes!vamos juntos con claudia sheinbaum a construir el segundo piso de la cuarta transformación!elecciones en méxico 2024 Claudia arrasará","0","1","0","0"
